,net_value,ETH,USDC,uni_market_net_value,uni_market_base_uncollected,uni_market_quote_uncollected,uni_market_base_in_position,uni_market_quote_in_position,uni_market_position_count
2024-01-01 00:00:00,999.7506093694413366898448006,0,70.7910487511767214637343916,928.9595606182646152261104090,0.0006093694418867879440335657560,0E-36,428.9589512488232785362655979,0.2191918443179109112852106914,1
2024-01-01 00:01:00,999.9526186088724707031617858,0,70.7910487511767214637343916,929.1615698576957492394273942,0.003578757425026840270046709774,3.551634295420871344083871134E-8,434.3146811318455049041667522,0.2168444491989522694562783222,1
2024-01-01 00:02:00,1000.054385030747432867430337,0,70.7910487511767214637343916,929.2633362795707114036959457,0.005782284433155724276354186474,4.110345025583630732232013952E-7,436.9929477597921723924908447,0.2156709276735693636046044137,1
2024-01-01 00:03:00,1000.449783252119880729097743,0,70.7910487511767214637343916,929.6587345009431592653633513,0.01145966978603454457274654421,4.365260388151059813722767591E-7,447.7086928060468434089086382,0.2109780148588998847098327803,1
2024-01-01 00:04:00,1000.884299714754946186621943,0,70.7910487511767214637343916,930.0932509635782247228875515,0.01721659562079877223422369119,5.543449346077255137669139376E-7,459.7690303026639051222137611,0.2057007311431174432492878581,1
2024-01-01 00:05:00,1001.168858246515122442313019,0,70.7910487511767214637343916,930.3778094953384009785786276,0.02171802961319641709686657225,6.485663665088092357436340279E-7,467.8122707616821328606874184,0.202183861023396434019395209,1
2024-01-01 00:06:00,1001.402911869689406141673688,0,70.7910487511767214637343916,930.6118631185126846779392966,0.02575319367180646148883800224,8.130800932721569671612608275E-7,474.5168145404087527596725217,0.199253941725296636123816847,1
2024-01-01 00:07:00,1001.678137358373053796442417,0,70.7910487511767214637343916,930.8870886071963323327080257,0.02963610594124969234668346559,8.336545705195986729643343218E-7,482.5644797771465788690205904,0.1957390052556580662921611384,1
2024-01-01 00:08:00,1001.678490986652274409297622,0,70.7910487511767214637343916,930.8874422354755529455632308,0.02963610594124969234668346559,9.880606099186222403068980791E-7,482.5644797771465788690205904,0.1957390052556580662921611384,1
2024-01-01 00:09:00,1001.678538681971691459094454,0,70.7910487511767214637343916,930.8874899307949699953600629,0.02965474831463718711341448567,0.000001000746106506123930676780681,482.5644797771465788690205904,0.1957390052556580662921611384,1
